OrderID,Date,CustomerID,Region,Channel,Category,Product,Quantity,UnitPrice_KES,Revenue_KES,PaymentMethod
ORD0259,2026-02-16,CUST052,Nairobi,In-Store,Accessories,Laptop Sleeve,1,2600,2600,M-Pesa
ORD0260,2026-02-16,CUST065,Nakuru,Online,Personal Care,Hair Dryer,4,4800,19200,Card
ORD0261,2026-03-21,CUST051,Kisumu,Online,Electronics,Keyboard,1,3200,3200,Card
ORD0262,2026-03-13,CUST078,Nakuru,In-Store,Personal Care,Electric Shaver,2,6500,13000,M-Pesa
ORD0263,2026-01-05,CUST067,Nakuru,In-Store,Home & Office,Office Chair,4,14500,58000,Cash
ORD0264,2026-01-18,CUST021,Nakuru,Online,Personal Care,Face Cleanser,3,1600,4800,Cash
ORD0265,2026-02-08,CUST069,Nakuru,Online,Personal Care,Face Cleanser,5,1600,8000,Card
ORD0266,2026-03-02,CUST087,Nairobi,Online,Electronics,USB-C Hub,3,4500,13500,Cash
ORD0267,2026-02-09,CUST034,Mombasa,Online,Electronics,Bluetooth Speaker,4,5200,20800,Cash
ORD0268,2026-03-03,CUST100,Nakuru,In-Store,Home & Office,Backpack,5,4200,21000,Cash
ORD0269,2026-02-01,CUST025,Nairobi,In-Store,Electronics,Bluetooth Speaker,1,5200,5200,Card
ORD0270,2026-01-20,CUST065,Nakuru,Online,Accessories,Charging Cable,4,950,3800,Cash
ORD0271,2026-01-08,CUST072,Kisumu,Online,Home & Office,Backpack,2,4200,8400,Card
ORD0272,2026-03-09,CUST059,Kisumu,In-Store,Accessories,Laptop Sleeve,2,2600,5200,Cash
ORD0273,2026-03-29,CUST025,Mombasa,In-Store,Personal Care,Face Cleanser,4,1600,6400,Card
ORD0274,2026-01-29,CUST089,Nakuru,In-Store,Personal Care,Body Lotion,2,1200,2400,Card
ORD0275,2026-03-13,CUST074,Nakuru,Online,Personal Care,Body Lotion,1,1200,1200,Card
ORD0276,2026-02-14,CUST037,Nairobi,In-Store,Home & Office,Office Chair,1,14500,14500,Card
ORD0277,2026-03-25,CUST026,Kisumu,Online,Personal Care,Perfume,2,5500,11000,Cash
ORD0278,2026-02-04,CUST095,Mombasa,In-Store,Home & Office,Desk Lamp,5,2800,14000,Cash
ORD0279,2026-03-09,CUST013,Nakuru,In-Store,Home & Office,Notebook Pack,1,900,900,Card
ORD0280,2026-01-13,CUST119,Mombasa,In-Store,Home & Office,Desk Lamp,5,2800,14000,Card
ORD0281,2026-03-03,CUST037,Nairobi,Online,Home & Office,Office Chair,3,14500,43500,M-Pesa
ORD0282,2026-03-25,CUST117,Mombasa,In-Store,Home & Office,Backpack,1,4200,4200,M-Pesa
ORD0283,2026-01-05,CUST120,Kisumu,Online,Accessories,Earphones,2,3000,6000,M-Pesa
ORD0284,2026-02-08,CUST059,Nakuru,Online,Electronics,USB-C Hub,3,4500,13500,M-Pesa
ORD0285,2026-03-06,CUST104,Nairobi,In-Store,Accessories,Laptop Sleeve,2,2600,5200,Cash
ORD0286,2026-02-28,CUST095,Kisumu,Online,Personal Care,Electric Shaver,1,6500,6500,Cash
ORD0287,2026-03-28,CUST110,Nakuru,Online,Home & Office,Notebook Pack,5,900,4500,Cash
ORD0288,2026-02-11,CUST024,Mombasa,In-Store,Electronics,Power Bank,1,3500,3500,M-Pesa
ORD0289,2026-01-01,CUST058,Kisumu,Online,Personal Care,Perfume,2,5500,11000,Card
ORD0290,2026-03-16,CUST089,Mombasa,In-Store,Electronics,USB-C Hub,3,4500,13500,M-Pesa
ORD0291,2026-03-01,CUST088,Kisumu,Online,Personal Care,Electric Shaver,4,6500,26000,Cash
ORD0292,2026-02-07,CUST029,Mombasa,In-Store,Personal Care,Face Cleanser,2,1600,3200,Card
ORD0293,2026-03-19,CUST117,Nakuru,Online,Personal Care,Perfume,5,5500,27500,Cash
ORD0294,2026-01-28,CUST068,Nakuru,In-Store,Home & Office,Backpack,1,4200,4200,Card
ORD0295,2026-01-10,CUST116,Mombasa,In-Store,Electronics,Wireless Mouse,5,1800,9000,M-Pesa
ORD0296,2026-01-22,CUST015,Mombasa,Online,Personal Care,Face Cleanser,4,1600,6400,Card
ORD0297,2026-01-12,CUST017,Nakuru,In-Store,Accessories,Phone Case,4,1100,4400,M-Pesa
ORD0298,2026-03-13,CUST051,Kisumu,Online,Accessories,Laptop Sleeve,1,2600,2600,Cash
ORD0299,2026-01-28,CUST045,Nairobi,In-Store,Electronics,Wireless Mouse,4,1800,7200,M-Pesa
ORD0300,2026-01-09,CUST053,Mombasa,Online,Accessories,Phone Case,3,1100,3300,Cash
